region_id,matched_legend_id,match_score,symbol_final,symbol_terminal,symbol_html,symbol_latex,symbol_conf,legend_text,legend_color_name,legend_color_rgb,area_px,centroid_x,centroid_y
-29,28,,Unknown,Unknown,,Unknown,0.0,,violet,"[239, 95, 238]",-1,-1,-1
-35,34,,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",-1,-1,-1
-19,18,,Unknown,Unknown,,Unknown,0.0,,palevioletred,"[240, 82, 141]",-1,-1,-1
-15,14,,Unknown,Unknown,,Unknown,0.0,,gainsboro,"[225, 221, 221]",-1,-1,-1
-43,42,,Unknown,Unknown,,Unknown,0.0,,indianred,"[226, 89, 88]",-1,-1,-1
-52,51,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[249, 246, 246]",-1,-1,-1
-54,53,,Unknown,Unknown,,Unknown,0.0,,tomato,"[241, 87, 88]",-1,-1,-1
-38,37,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[247, 244, 244]",-1,-1,-1
-18,17,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[250, 245, 245]",-1,-1,-1
-65,64,,Unknown,Unknown,,Unknown,0.0,,darksalmon,"[217, 140, 140]",-1,-1,-1
-39,38,,Unknown,Unknown,,Unknown,0.0,,linen,"[246, 238, 238]",-1,-1,-1
-53,52,,Unknown,Unknown,,Unknown,0.0,,tomato,"[240, 112, 70]",-1,-1,-1
-32,31,,Unknown,Unknown,,Unknown,0.0,,gainsboro,"[226, 226, 226]",-1,-1,-1
-11,10,,Unknown,Unknown,,Unknown,0.0,,crimson,"[238, 54, 46]",-1,-1,-1
-34,33,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[241, 241, 241]",-1,-1,-1
-13,12,,Unknown,Unknown,,Unknown,0.0,,wheat,"[229, 204, 160]",-1,-1,-1
-49,48,,Unknown,Unknown,,Unknown,0.0,,gainsboro,"[222, 222, 222]",-1,-1,-1
-7,6,,Unknown,Unknown,,Unknown,0.0,,yellowgreen,"[157, 200, 32]",-1,-1,-1
-59,58,,Unknown,Unknown,,Unknown,0.0,,snow,"[250, 250, 250]",-1,-1,-1
-21,20,,Unknown,Unknown,,Unknown,0.0,,yellowgreen,"[161, 221, 40]",-1,-1,-1
-37,36,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[243, 243, 243]",-1,-1,-1
-61,60,,Unknown,Unknown,,Unknown,0.0,,silver,"[191, 201, 201]",-1,-1,-1
-23,22,,Unknown,Unknown,,Unknown,0.0,,gainsboro,"[228, 228, 228]",-1,-1,-1
-5,4,,Unknown,Unknown,,Unknown,0.0,,greenyellow,"[213, 242, 64]",-1,-1,-1
-30,29,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[238, 238, 238]",-1,-1,-1
-14,13,,Unknown,Unknown,,Unknown,0.0,,khaki,"[235, 224, 122]",-1,-1,-1
-20,19,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[240, 240, 240]",-1,-1,-1
-24,23,,Unknown,Unknown,,Unknown,0.0,,palegoldenrod,"[240, 231, 164]",-1,-1,-1
-10,9,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[245, 245, 245]",-1,-1,-1
-64,63,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[239, 239, 239]",-1,-1,-1
-58,57,,Unknown,Unknown,,Unknown,0.0,,wheat,"[236, 224, 188]",-1,-1,-1
-22,21,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[241, 241, 241]",-1,-1,-1
-3,2,,Unknown,Unknown,,Unknown,0.0,,khaki,"[239, 229, 88]",-1,-1,-1
-25,24,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[239, 239, 239]",-1,-1,-1
-17,16,,Unknown,Unknown,,Unknown,0.0,,khaki,"[232, 240, 86]",-1,-1,-1
-40,39,,Unknown,Unknown,,Unknown,0.0,,lavender,"[233, 233, 233]",-1,-1,-1
-9,8,,Unknown,Unknown,,Unknown,0.0,,khaki,"[237, 234, 86]",-1,-1,-1
-48,47,,Unknown,Unknown,,Unknown,0.0,,gainsboro,"[230, 230, 230]",-1,-1,-1
-26,25,,Unknown,Unknown,,Unknown,0.0,,limegreen,"[64, 236, 83]",-1,-1,-1
-33,32,,Unknown,Unknown,,Unknown,0.0,,beige,"[220, 245, 220]",-1,-1,-1
-8,7,,Unknown,Unknown,,Unknown,0.0,,khaki,"[236, 232, 101]",-1,-1,-1
-45,44,,Unknown,Unknown,,Unknown,0.0,,lightcyan,"[219, 245, 245]",-1,-1,-1
-63,62,,Unknown,Unknown,,Unknown,0.0,,lightgreen,"[98, 235, 118]",-1,-1,-1
-56,55,,Unknown,Unknown,,Unknown,0.0,,mistyrose,"[246, 220, 220]",-1,-1,-1
-2,1,,Unknown,Unknown,,Unknown,0.0,,khaki,"[235, 234, 88]",-1,-1,-1
-28,27,,Unknown,Unknown,,Unknown,0.0,,lavender,"[240, 214, 240]",-1,-1,-1
-12,11,,Unknown,Unknown,,Unknown,0.0,,khaki,"[234, 233, 106]",-1,-1,-1
-47,46,,Unknown,Unknown,,Unknown,0.0,,gainsboro,"[230, 230, 230]",-1,-1,-1
-16,15,,Unknown,Unknown,,Unknown,0.0,,khaki,"[234, 233, 107]",-1,-1,-1
-41,40,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[245, 245, 245]",-1,-1,-1
-27,26,,Unknown,Unknown,,Unknown,0.0,,khaki,"[232, 231, 115]",-1,-1,-1
-44,43,,Unknown,Unknown,,Unknown,0.0,,khaki,"[236, 236, 121]",-1,-1,-1
-46,45,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[245, 245, 245]",-1,-1,-1
-31,30,,Unknown,Unknown,,Unknown,0.0,,gold,"[236, 234, 50]",-1,-1,-1
-55,54,,Unknown,Unknown,,Unknown,0.0,,lightgray,"[199, 212, 208]",-1,-1,-1
-6,5,,Unknown,Unknown,,Unknown,0.0,,yellow,"[241, 240, 63]",-1,-1,-1
-62,61,,Unknown,Unknown,,Unknown,0.0,,lightgray,"[211, 222, 212]",-1,-1,-1
-60,59,,Unknown,Unknown,,Unknown,0.0,,khaki,"[239, 237, 116]",-1,-1,-1
-57,56,,Unknown,Unknown,,Unknown,0.0,,lightgray,"[200, 210, 210]",-1,-1,-1
-1,0,,Unknown,Unknown,,Unknown,0.0,,khaki,"[236, 236, 105]",-1,-1,-1
-42,41,,Unknown,Unknown,,Unknown,0.0,,gainsboro,"[218, 224, 218]",-1,-1,-1
-51,50,,Unknown,Unknown,,Unknown,0.0,,whitesmoke,"[240, 240, 240]",-1,-1,-1
-4,3,,Unknown,Unknown,,Unknown,0.0,,khaki,"[236, 236, 139]",-1,-1,-1
-50,49,,Unknown,Unknown,,Unknown,0.0,,palegoldenrod,"[238, 238, 182]",-1,-1,-1
-36,35,,Unknown,Unknown,,Unknown,0.0,,violet,"[224, 137, 223]",-1,-1,-1
0,2,0.9833999493389963,Unknown,Unknown,,Unknown,0.0,,khaki,"[239, 229, 88]",579599,3258.5,2810.0
1,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",24497,5825.666666666667,563.5
2,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",25212,1128.875,566.5
3,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",12895,4577.25,566.625
4,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",24541,2666.625,567.875
5,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",13027,3382.3333333333335,573.25
6,48,0.7711391731402164,Unknown,Unknown,,Unknown,0.0,,gainsboro,"[222, 222, 222]",795,84.27027027027027,562.2162162162163
7,34,0.7460569197977597,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",2446,6402.314285714286,585.6857142857143
8,34,0.7460569197977597,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",2205,104.75,586.0882352941177
9,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1503,6020.75,603.5
10,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,6041.0,603.0
11,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,6061.0,603.0
12,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,6080.5,603.0
13,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,6101.0,603.0
14,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,6121.0,603.0
15,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,6141.0,603.0
16,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,6161.0,603.0
17,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,6180.5,603.0
18,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,6201.0,603.0
19,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,6221.5,603.0
20,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",5119,6287.8,579.65
21,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",2764,6364.901960784314,589.8823529411765
22,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",5967,182.64864864864865,575.1891891891892
23,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,254.5,604.0
24,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,274.0,604.0
25,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,293.5,604.0
26,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,314.0,604.0
27,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,334.0,604.0
28,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,354.0,604.0
29,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,374.0,604.0
30,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,394.0,604.0
31,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,414.5,604.0
32,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,434.0,604.0
33,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,453.5,604.0
34,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,474.0,604.0
35,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,494.0,604.0
36,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,514.0,604.0
37,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,534.0,604.0
38,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,554.0,604.0
39,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,574.0,604.0
40,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,594.0,604.0
41,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1385,617.3333333333334,604.1666666666666
42,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1649,5615.5,593.0
43,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1368,5638.0,604.5
44,34,0.8752569193362465,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1568,5658.764705882353,634.3529411764706
45,34,0.8820995636619884,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1433,5677.5,618.6666666666666
46,34,0.8286518690446325,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1476,5699.5,617.3333333333334
47,34,0.8152984075536963,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1442,5714.833333333333,616.6666666666666
48,34,0.9281041115517644,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1480,5738.928571428572,632.0
49,34,0.9309771332995306,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1587,5758.5,618.6666666666666
50,34,0.9306541031091651,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1441,5775.833333333333,618.6666666666666
51,34,0.9307814494273706,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1502,5794.833333333333,618.6666666666666
52,34,0.7725708724552159,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1531,5816.333333333333,625.2222222222222
53,34,0.854239148090607,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1352,5835.833333333333,616.0
54,34,0.8071563801713217,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1509,5855.5,616.0
55,34,0.7983175831534262,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1368,5878.0,604.5
56,34,0.7998340615837608,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1444,5900.714285714285,620.2857142857143
57,34,0.9127112194257172,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1558,5916.421052631579,634.9473684210526
58,34,0.7997278792993512,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1440,5938.5,604.5
59,34,0.8197001577187014,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1372,5961.0,620.2857142857143
60,34,0.7932601034766146,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1451,5975.615384615385,630.0
61,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1562,5998.5,604.0
62,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1440,631.3636363636364,607.5454545454545
63,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,654.2857142857143,619.4285714285714
64,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1331,674.0,619.4285714285714
65,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1471,694.0,619.4285714285714
66,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,714.2857142857143,619.4285714285714
67,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1331,734.0,619.4285714285714
68,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,753.7142857142857,619.4285714285714
69,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,773.7142857142857,619.4285714285714
70,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1474,795.6666666666666,624.0
71,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,814.5,605.0
72,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,834.0,605.0
73,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,854.0,605.0
74,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,874.0,605.0
75,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,894.0,605.0
76,34,0.8544969503952399,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1472,914.75,633.625
77,34,0.7410798236710727,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1366,933.6666666666666,631.7333333333333
78,34,0.7471264414593671,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1440,953.5,605.5
79,34,0.9024092623013251,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1553,976.625,634.6875
80,34,0.877220818695517,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1404,992.9230769230769,632.0
81,34,0.7307222481153189,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1515,1016.5,617.6666666666666
82,34,0.9133922632928745,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1449,1032.5,635.75
83,34,0.904049405672614,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1666,1054.0,640.8571428571429
84,34,0.9039250238290412,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",2753,1079.8125,644.3125
85,34,0.9057435637607381,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1933,1108.0625,646.25
86,34,0.9011674472664156,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1726,1128.5882352941176,645.2352941176471
87,34,0.9092395112782199,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1556,1149.0,633.8125
88,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1486,5211.166666666667,593.6666666666666
89,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,5233.5,605.0
90,34,0.7288332207439927,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1435,5251.833333333333,617.0
91,34,0.8527626457262099,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1400,5271.833333333333,618.3333333333334
92,34,0.8893391813390877,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1579,5292.0,625.5
93,34,0.8155416227182264,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1379,5310.5,632.1428571428571
94,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,5333.0,605.0
95,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,5353.5,605.0
96,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,5373.0,605.0
97,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,5392.5,605.0
98,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,5412.5,605.0
99,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,5433.0,605.0
100,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,5453.5,605.0
101,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,5473.0,605.0
102,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,5493.0,605.0
103,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,5513.5,605.0
104,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,5533.0,605.0
105,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1491,5553.0,605.0
106,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1349,5573.0,605.0
107,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1632,5594.0,619.8571428571429
108,34,0.9043076326175687,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1712,1167.2962962962963,637.074074074074
109,34,0.9044273263865861,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",3648,1195.25,650.2916666666666
110,34,0.8986517598495344,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",2715,1237.25,642.2857142857143
111,34,0.9018752051890305,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",2218,1269.6,636.85
112,34,0.8814013004545076,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1516,1299.4615384615386,632.1538461538462
113,34,0.8185089459774688,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1379,1313.5,633.1428571428571
114,34,0.7467607085920313,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1420,1335.5,606.0
115,34,0.7471264414593671,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1490,1353.857142857143,620.8571428571429
116,34,0.7574097586399766,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1350,1377.6,613.2
117,34,0.7887282545671034,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1440,1395.5,606.5
118,34,0.891318052521146,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1483,1414.2941176470588,635.5294117647059
119,34,0.9130919539058708,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1640,1435.4285714285713,640.4285714285714
120,34,0.912317388267529,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1520,1455.388888888889,638.1111111111111
121,34,0.8976892652034002,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1418,1476.0,637.6190476190476
122,34,0.800033094531096,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1440,1495.5,606.5
123,34,0.8425764611984987,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1516,1519.4285714285713,622.2857142857143
124,34,0.9081576046386577,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1481,1534.9444444444443,636.3888888888889
125,34,0.8006158756046885,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1440,1556.5,606.5
126,34,0.8075982153650276,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1370,1578.5,618.6666666666666
127,34,0.910989616275949,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1566,1595.6,640.55
128,34,0.903890184047255,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",3610,1638.1025641025642,606.5128205128206
129,34,0.7474374184601957,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",3334,4852.3125,593.8125
130,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,4892.285714285715,620.4285714285714
131,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1331,4912.0,620.4285714285714
132,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,4931.714285714285,620.4285714285714
133,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,4951.714285714285,620.4285714285714
134,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1471,4972.0,620.4285714285714
135,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,4992.285714285715,620.4285714285714
136,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,5012.285714285715,620.4285714285714
137,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1331,5032.0,620.4285714285714
138,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1471,5052.0,620.4285714285714
139,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1331,5072.0,620.4285714285714
140,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1471,5092.0,620.4285714285714
141,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1331,5112.0,620.4285714285714
142,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1471,5132.0,620.4285714285714
143,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1401,5152.285714285715,620.4285714285714
144,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1331,5172.0,620.4285714285714
145,34,0.7480608143450012,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1471,5192.0,620.4285714285714
146,34,0.7234621352645638,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",6051,1735.75,598.1730769230769
147,34,0.7801418197291538,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1454,1800.0,626.0
148,34,0.8302181444694098,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1528,1818.3333333333333,632.1666666666666
149,34,0.7567551626660501,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1452,1839.1,629.6
150,34,0.8695281566365392,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1386,1858.75,626.0
151,34,0.8742983368361735,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1460,1877.1666666666667,631.8333333333334
152,34,0.8742983368361735,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1460,1899.8333333333333,631.8333333333334
153,34,0.8675625075960185,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1532,1920.5,629.6
154,34,0.7640876915955215,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1380,1940.75,626.0
155,34,0.9033689673523224,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1582,1959.0,638.7894736842105
156,34,0.7997681052001544,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1380,1977.25,626.0
157,34,0.8774426003714146,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1460,1997.3,629.6
158,34,0.8706308192224993,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1460,2017.8333333333333,631.8333333333334
159,34,0.8700728326054775,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1532,2040.6666666666667,631.8333333333334
160,34,0.8625366469380213,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1386,2059.25,626.0
161,34,0.7782946317591136,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1526,2079.1,629.6
162,34,0.7565569876753327,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1380,2098.909090909091,631.0
163,34,0.8501158186155056,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1528,2117.75,626.0
164,34,0.8746580850742476,Unknown,Unknown,,Unknown,0.0,,lavender,"[235, 235, 235]",1388,2138.1,629.6
